bid1,bid2,bid3
72.21811071500616,58.29092103757666,68.43482233072066
50.60883169907619,144.79305663795924,144.27525037567582
93.1649605307374,74.20836139468243,60.595575904454776
97.95136587296156,143.2851711907349,100.39539574717354
414.21588408007733,87.56280376033973,162.05499860002715
484.60230900449403,74.42558000273044,130.35574344063755
372.1391139334872,104.5855369960017,70.90273324192654
88.58007213325376,96.9317354904409,81.52893975060636
92.03593259493611,169.5556124986846,97.49321862371445
100.31805937462053,41.909683885433864,266.5668315499136
85.08952654447359,57.70511517293877,47.28303074168469
244.35658460706247,122.42987776905152,152.84130951185097
65.43742865815798,214.21984452439912,121.3842999068703
43.41978688863684,134.49912294135245,45.13260643898237
51.08224681106042,42.59260037879002,46.07965973708985
53.0424436325527,79.5869480165561,88.82554555997386
50.48255638640835,158.41237435310774,138.6119950546591
46.129559324886806,47.77728092484777,62.96632175034252
168.69359338864,98.13220284828517,105.5236219819825
99.6684532030911,323.8028170133015,93.7804228629806
44.77145883497241,169.02961033851042,114.05968231928726
109.5390251419548,62.01389226677907,433.4246673247071
106.93805316883858,189.20727410008845,109.83577460423275
49.646517978810145,69.82983526456887,67.08187083712508
47.65959452231161,71.8382992032011,224.69024625731285
300.6949772959662,47.52489427308754,56.362160835884545
122.66364968008973,147.37713055006907,68.99939330131485
64.29242962620445,313.40163400106866,187.48261797638267
446.7691103728626,70.36023792527004,42.46217608043902
67.67998600708295,228.25659365122957,54.69421016466849
85.06961039426598,82.4352836590658,73.0104099630185
125.44420508744268,123.68981964136582,70.43759379639104
74.58539720041345,334.82745469154935,174.9730758212647
128.59599379163626,176.0986441134278,64.35664902712595
156.77865320492052,276.88740474602554,51.873230618414475
54.32616567558327,57.68567907798801,69.14338183564102
132.06305534167768,49.5726889927693,134.84048350566084
101.59153061922282,290.48942458024476,68.4535266203196
48.95656482795028,70.74845566915987,53.460304151498974
78.34598986529818,120.59512195331416,44.222056941297645
262.40243762364827,48.19318771774148,40.19902223669423
59.793638570785724,79.48410124311184,291.7646260593845
154.23897527642967,82.27535029173221,90.03165202647247
40.66221788008165,62.10994731071212,59.64388087603328
44.23351396773289,70.32093712668804,39.689924577058505
108.43803501958976,181.01270644903838,59.61495790896574
64.32596842010187,103.11267464343481,103.38771773781788
65.62511473480987,71.55825010039898,274.5328032760957
60.348122520264795,70.87182420124088,47.28840810435922
188.18643806824284,57.17392471711688,203.36716772328978
182.02139822732468,265.9255879489829,47.261432212650256
120.75889110963412,58.744184730046186,50.027337313722924
135.62498336028116,227.54280216761447,125.3671296833722
67.62567746210868,134.13632527766492,52.974279795935814
44.725425225450884,326.67107283536666,338.1416759667143
171.2757527506552,55.12084922852179,48.76670458621254
190.72592162940748,175.18432637435552,44.416814437606156
49.2842981928494,153.751835761885,54.52661020673464
52.41362804399491,170.86662884071603,53.44601852426766
60.10682889121424,51.847032651761836,139.92352652072006
48.80747833195294,141.32811842581802,66.00914553906158
81.23447088411136,48.06479489873745,195.46394393063554
198.1896104546211,53.05540173136257,254.9222369456353
50.83838172318987,56.07451293759737,63.098096459997926
45.20528836136025,116.21895330881546,70.48272623728327
43.30873461978333,277.219245325973,104.68729261670832
172.6029326321942,68.25847089940599,69.25825014815499
206.04053596490863,72.6981363311046,75.77580476009629
325.94295382989503,97.647335040161,93.96787072396566
240.6019627082725,52.314229784332795,42.20621085782186
77.34096784426985,328.63663497227685,122.91051566411336
40.7993222862612,117.67980337547404,54.56393238140796
48.185680110932225,120.53175648779991,65.57721458610001
70.33550251329908,42.91208249140621,67.11593693132599
58.88969475644605,73.94239989941559,168.79113758970155
84.96681955714566,49.89098086318862,261.5976270564971
135.9720880439998,48.13769163589702,107.05290003626672
57.05652595756804,58.38081100328211,40.601171088497445
103.30860367298942,80.27381690144608,99.327872007889
64.9297833924253,91.52725384756346,56.57859432489859
92.5912814782619,79.19504737515065,384.31307610962835
253.0243658791923,167.72895697793538,107.3751143946265
64.25573243541952,184.7070985501996,47.89380059874258
52.554174781684495,76.15371510136255,41.48555043874764
76.23993618408912,44.89483158434341,66.358381204437
59.5185720313265,47.207249947415626,45.744967012801354
307.19691692779537,58.89068360248554,119.13692930252245
85.35561263257506,136.4425402782537,70.33468709271621
47.48249649128606,72.60614684720159,68.80745039993133
84.54221786121144,221.54560119466643,60.25993624821606
76.81740652934909,58.60392206226448,108.74469932372939
105.46574638396291,49.26295703035826,212.23138961850165
43.46372863993895,151.26210096184542,133.7043645505926
304.3003617935359,485.8900327368284,43.69669379253727
58.05114595610229,114.19379678601939,41.45763896707846
98.82074585904459,46.95986567033431,61.301893333651215
386.46397544748817,84.30436631850526,84.2194470110237
61.098741512433726,123.2704167988911,49.412737255422044
244.10017200154695,64.04016001069836,62.95207459643722
83.55257525666782,108.37695114453118,366.9191314653994
108.66274298395761,57.7584141665588,170.43064077587306
70.00428535785628,43.52959228985279,58.85877413275878
80.04805924529015,143.69700546475067,47.40276564418896
46.49313675520031,43.159242122384825,446.3255910200127
103.98690234136913,293.07363563042753,256.7741845635303
55.48736281960632,128.62156730782408,240.8026474817156
157.93903622137853,81.13010036756843,86.61800905402411
148.05695787085048,44.23492060399984,114.03444745777863
143.6014599703119,386.1391372776775,62.71723778696373
60.31160189430519,265.43564547083486,110.12633606550634
234.49591398282462,225.1689998474901,88.61836017130622
388.706185234847,40.421477408580465,70.62120736051877
94.09373015249678,153.93458505681505,42.704616214210766
98.06145799474325,101.28180519476751,57.53217898492675
78.9107591771401,195.5128247706907,305.95246497485306
70.65118686403306,71.40193788155426,64.94145632029912
91.65348594101755,92.00664994065214,45.85762641279625
62.103866897528256,58.86123532701905,76.95981891125223
172.05392461193608,212.6639094817969,39.65556185618003
85.74638610096943,86.71849397076906,62.17834854736454
238.28029699856074,67.28129783154513,171.09080590415027
133.01386458573734,62.152495085047384,470.561933804106
79.87542572114472,92.25753527449426,105.88692060325319
104.74247249340718,121.13743823926656,63.379317925155625
50.56437826312941,172.2889396370885,129.44247584622747
64.80595096305687,169.52141155395597,48.06206046780334
62.98846669318377,138.1245298911451,194.4203194033276
61.16377292912714,173.38747689510163,47.66185064815705
80.75243233123264,151.1539866060234,125.04078725788207
340.5146014695256,93.0803555176872,206.68757933106343
58.69064417614592,49.96725141780028,391.6568596520749
74.63017610565394,108.88362882080988,271.3261721377625
39.91326608385439,43.2807471547544,60.74720500247073
62.805669351171424,64.72958705012896,216.56594657157194
78.61330761823511,103.84401957800077,198.22016865101517
62.357945836404795,225.62272559216183,69.92603262042716
107.39524824966188,101.77904955307817,51.25136673947239
69.36047820477737,80.84658798561455,329.2333847632571
280.3627177378892,184.01405488330377,46.40658760524755
96.28954928526247,66.80667831234403,105.13496745728145
86.90705978721725,75.79353104291879,49.947609691919205
153.23581956050344,49.25190766794455,46.6351862206795
68.7981453265357,99.00111500151148,124.22696064614715
142.88603022806555,68.6450004399044,54.779328307460354
41.230835717880154,62.65021163622035,193.87195431052396
47.12844561559859,80.01391492151576,46.27683521981226
195.07802392928318,82.96397481956447,76.04517039137828
53.23182249084832,56.54384404357822,62.45542538887055
119.58657948840043,51.60122891382791,125.50606165364088
68.3113974228092,143.44895532515199,57.19662437198764
130.34119741502153,64.01071071328543,132.10565749115437
201.86023496542967,63.41496112477077,151.41598138082927
89.40755600635761,79.6076221348272,61.21884426866328
122.82633429823215,87.05955799453336,356.033023195001
58.104357894916156,80.4951493483363,77.10822290584113
99.89373103818993,417.52953562238906,68.1764978906164
233.3627540709602,401.39342636913415,351.03571768886724
57.91410827905182,119.22051823672068,39.932658546574814
75.21000522981217,74.66596459306757,410.2708656083991
66.97084904576144,57.83579318206744,132.80813164579376
91.58284391972795,42.828911420474974,116.12654124864079
261.50267841256334,117.98193224652252,46.01858492255072
116.24743560053844,104.29791530435381,86.14215810133696
87.68383873900099,136.05240592996552,80.30154132012056
114.09188971976273,196.76253891383845,56.04950093674914
102.94284923057708,79.59032723176742,70.93127452643358
48.35891308545898,167.80905210466787,41.40111259852808
234.2653387032452,72.76050939323348,199.07337865562812
83.79134763808194,40.203451090852596,122.02687464460053
61.350366182320194,78.5191704747546,94.16087758347504
